


                         Node(***)                      Node(***)                      Node(***)                      Node(***)                      Node(

     time         hNew     theta     conc        hNew     theta     conc        hNew     theta     conc        hNew     theta     conc    
    151.251      2.834    .4500   .816E-06       .540    .4500   .635E+00      4.157    .4500   .494E-01       .000    .4500   .251E+00
    151.307      2.834    .4500   .819E-06       .540    .4500   .635E+00      4.157    .4500   .495E-01       .000    .4500   .251E+00
    151.362      2.834    .4500   .821E-06       .540    .4500   .635E+00      4.157    .4500   .496E-01       .000    .4500   .251E+00
    151.418      2.834    .4500   .823E-06       .540    .4500   .635E+00      4.157    .4500   .497E-01       .000    .4500   .251E+00
    151.473      2.834    .4500   .826E-06       .540    .4500   .635E+00      4.157    .4500   .498E-01       .000    .4500   .251E+00
    151.529      2.834    .4500   .828E-06       .540    .4500   .634E+00      4.157    .4500   .499E-01       .000    .4500   .251E+00
    151.584      2.834    .4500   .831E-06       .540    .4500   .634E+00      4.157    .4500   .500E-01       .000    .4500   .251E+00
    151.640      2.834    .4500   .833E-06       .540    .4500   .634E+00      4.157    .4500   .501E-01       .000    .4500   .251E+00
    151.695      2.834    .4500   .836E-06       .540    .4500   .634E+00      4.157    .4500   .502E-01       .000    .4500   .251E+00
    151.751      2.834    .4500   .838E-06       .540    .4500   .634E+00      4.157    .4500   .503E-01       .000    .4500   .252E+00
    151.806      2.834    .4500   .840E-06       .540    .4500   .634E+00      4.157    .4500   .503E-01       .000    .4500   .252E+00
    151.862      2.834    .4500   .843E-06       .540    .4500   .634E+00      4.157    .4500   .504E-01       .000    .4500   .252E+00
    151.917      2.834    .4500   .845E-06       .540    .4500   .633E+00      4.157    .4500   .505E-01       .000    .4500   .252E+00
    151.973      2.834    .4500   .848E-06       .540    .4500   .633E+00      4.157    .4500   .506E-01       .000    .4500   .252E+00
    152.029      2.834    .4500   .850E-06       .540    .4500   .633E+00      4.157    .4500   .507E-01       .000    .4500   .252E+00
    152.084      2.834    .4500   .853E-06       .540    .4500   .633E+00      4.157    .4500   .508E-01       .000    .4500   .252E+00
    152.140      2.834    .4500   .855E-06       .540    .4500   .633E+00      4.157    .4500   .509E-01       .000    .4500   .252E+00
    152.195      2.834    .4500   .858E-06       .540    .4500   .633E+00      4.157    .4500   .510E-01       .000    .4500   .252E+00
    152.251      2.834    .4500   .860E-06       .540    .4500   .633E+00      4.157    .4500   .511E-01       .000    .4500   .252E+00
    152.306      2.834    .4500   .863E-06       .540    .4500   .632E+00      4.157    .4500   .512E-01       .000    .4500   .253E+00
    152.362      2.834    .4500   .865E-06       .540    .4500   .632E+00      4.157    .4500   .513E-01       .000    .4500   .253E+00
    152.417      2.834    .4500   .867E-06       .540    .4500   .632E+00      4.157    .4500   .514E-01       .000    .4500   .253E+00
    152.473      2.834    .4500   .870E-06       .540    .4500   .632E+00      4.157    .4500   .515E-01       .000    .4500   .253E+00
    152.528      2.834    .4500   .872E-06       .540    .4500   .632E+00      4.157    .4500   .516E-01       .000    .4500   .253E+00
    152.584      2.834    .4500   .875E-06       .540    .4500   .632E+00      4.157    .4500   .517E-01       .000    .4500   .253E+00
    152.639      2.834    .4500   .877E-06       .540    .4500   .632E+00      4.157    .4500   .518E-01       .000    .4500   .253E+00
    152.695      2.834    .4500   .880E-06       .540    .4500   .631E+00      4.157    .4500   .518E-01       .000    .4500   .253E+00
    152.750      2.834    .4500   .882E-06       .540    .4500   .631E+00      4.157    .4500   .519E-01       .000    .4500   .253E+00
    152.806      2.834    .4500   .885E-06       .540    .4500   .631E+00      4.157    .4500   .520E-01       .000    .4500   .253E+00
    152.861      2.834    .4500   .887E-06       .540    .4500   .631E+00      4.157    .4500   .521E-01       .000    .4500   .254E+00
    152.917      2.834    .4500   .890E-06       .540    .4500   .631E+00      4.157    .4500   .522E-01       .000    .4500   .254E+00
    152.973      2.834    .4500   .892E-06       .540    .4500   .631E+00      4.157    .4500   .523E-01       .000    .4500   .254E+00
    153.028      2.834    .4500   .895E-06       .540    .4500   .630E+00      4.157    .4500   .524E-01       .000    .4500   .254E+00
    153.084      2.834    .4500   .897E-06       .540    .4500   .630E+00      4.157    .4500   .525E-01       .000    .4500   .254E+00
    153.139      2.834    .4500   .900E-06       .540    .4500   .630E+00      4.157    .4500   .526E-01       .000    .4500   .254E+00
    153.195      2.834    .4500   .902E-06       .540    .4500   .630E+00      4.157    .4500   .527E-01       .000    .4500   .254E+00
    153.250      2.834    .4500   .905E-06       .540    .4500   .630E+00      4.157    .4500   .528E-01       .000    .4500   .254E+00
    153.306      2.834    .4500   .907E-06       .540    .4500   .629E+00      4.157    .4500   .529E-01       .000    .4500   .254E+00
    153.361      2.834    .4500   .909E-06       .540    .4500   .629E+00      4.157    .4500   .530E-01       .000    .4500   .254E+00
    153.417      2.834    .4500   .912E-06       .540    .4500   .629E+00      4.157    .4500   .531E-01       .000    .4500   .254E+00
    153.472      2.834    .4500   .914E-06       .540    .4500   .629E+00      4.157    .4500   .532E-01       .000    .4500   .255E+00
    153.528      2.834    .4500   .917E-06       .540    .4500   .629E+00      4.157    .4500   .533E-01       .000    .4500   .255E+00
    153.583      2.834    .4500   .919E-06       .540    .4500   .629E+00      4.157    .4500   .534E-01       .000    .4500   .255E+00
    153.639      2.834    .4500   .922E-06       .540    .4500   .628E+00      4.157    .4500   .535E-01       .000    .4500   .255E+00
    153.694      2.834    .4500   .924E-06       .540    .4500   .628E+00      4.157    .4500   .535E-01       .000    .4500   .255E+00
    153.750      2.834    .4500   .927E-06       .540    .4500   .628E+00      4.157    .4500   .536E-01       .000    .4500   .255E+00
    153.805      2.834    .4500   .929E-06       .540    .4500   .628E+00      4.157    .4500   .537E-01       .000    .4500   .255E+00
    153.861      2.834    .4500   .932E-06       .540    .4500   .628E+00      4.157    .4500   .538E-01       .000    .4500   .255E+00
    153.916      2.834    .4500   .934E-06       .540    .4500   .627E+00      4.157    .4500   .539E-01       .000    .4500   .255E+00
    153.972      2.834    .4500   .937E-06       .540    .4500   .627E+00      4.157    .4500   .540E-01       .000    .4500   .255E+00
    154.028      2.834    .4500   .939E-06       .540    .4500   .627E+00      4.157    .4500   .541E-01       .000    .4500   .255E+00
    154.083      2.834    .4500   .941E-06       .540    .4500   .627E+00      4.157    .4500   .542E-01       .000    .4500   .256E+00
    154.139      2.834    .4500   .944E-06       .540    .4500   .627E+00      4.157    .4500   .543E-01       .000    .4500   .256E+00
    154.194      2.834    .4500   .946E-06       .540    .4500   .626E+00      4.157    .4500   .544E-01       .000    .4500   .256E+00
    154.250      2.834    .4500   .949E-06       .540    .4500   .626E+00      4.157    .4500   .545E-01       .000    .4500   .256E+00
    154.305      2.834    .4500   .951E-06       .540    .4500   .626E+00      4.157    .4500   .546E-01       .000    .4500   .256E+00
    154.361      2.834    .4500   .954E-06       .540    .4500   .626E+00      4.157    .4500   .547E-01       .000    .4500   .256E+00
    154.416      2.834    .4500   .956E-06       .540    .4500   .626E+00      4.157    .4500   .548E-01       .000    .4500   .256E+00
    154.472      2.834    .4500   .959E-06       .540    .4500   .625E+00      4.157    .4500   .549E-01       .000    .4500   .256E+00
    154.527      2.834    .4500   .961E-06       .540    .4500   .625E+00      4.157    .4500   .550E-01       .000    .4500   .256E+00
    154.583      2.834    .4500   .964E-06       .540    .4500   .625E+00      4.157    .4500   .551E-01       .000    .4500   .256E+00
    154.638      2.834    .4500   .966E-06       .540    .4500   .625E+00      4.157    .4500   .552E-01       .000    .4500   .256E+00
    154.694      2.834    .4500   .968E-06       .540    .4500   .625E+00      4.157    .4500   .553E-01       .000    .4500   .256E+00
    154.749      2.834    .4500   .971E-06       .540    .4500   .624E+00      4.157    .4500   .554E-01       .000    .4500   .257E+00
    154.805      2.834    .4500   .973E-06       .540    .4500   .624E+00      4.157    .4500   .555E-01       .000    .4500   .257E+00
    154.860      2.834    .4500   .976E-06       .540    .4500   .624E+00      4.157    .4500   .555E-01       .000    .4500   .257E+00
    154.916      2.834    .4500   .978E-06       .540    .4500   .624E+00      4.157    .4500   .556E-01       .000    .4500   .257E+00
    154.971      2.834    .4500   .981E-06       .540    .4500   .623E+00      4.157    .4500   .557E-01       .000    .4500   .257E+00
    155.027      2.834    .4500   .983E-06       .540    .4500   .623E+00      4.157    .4500   .558E-01       .000    .4500   .257E+00
    155.083      2.834    .4500   .985E-06       .540    .4500   .623E+00      4.157    .4500   .559E-01       .000    .4500   .257E+00
    155.138      2.834    .4500   .988E-06       .540    .4500   .623E+00      4.157    .4500   .560E-01       .000    .4500   .257E+00
    155.194      2.834    .4500   .990E-06       .540    .4500   .623E+00      4.157    .4500   .561E-01       .000    .4500   .257E+00
    155.249      2.834    .4500   .993E-06       .540    .4500   .622E+00      4.157    .4500   .562E-01       .000    .4500   .257E+00
    155.305      2.834    .4500   .995E-06       .540    .4500   .622E+00      4.157    .4500   .563E-01       .000    .4500   .257E+00
    155.360      2.834    .4500   .998E-06       .540    .4500   .622E+00      4.157    .4500   .564E-01       .000    .4500   .257E+00
    155.416      2.834    .4500   .100E-05       .540    .4500   .622E+00      4.157    .4500   .565E-01       .000    .4500   .257E+00
    155.471      2.834    .4500   .100E-05       .540    .4500   .621E+00      4.157    .4500   .566E-01       .000    .4500   .258E+00
    155.527      2.834    .4500   .100E-05       .540    .4500   .621E+00      4.157    .4500   .567E-01       .000    .4500   .258E+00
    155.582      2.834    .4500   .101E-05       .540    .4500   .621E+00      4.157    .4500   .568E-01       .000    .4500   .258E+00
    155.638      2.834    .4500   .101E-05       .540    .4500   .621E+00      4.157    .4500   .569E-01       .000    .4500   .258E+00
    155.693      2.834    .4500   .101E-05       .540    .4500   .620E+00      4.157    .4500   .570E-01       .000    .4500   .258E+00
    155.749      2.834    .4500   .101E-05       .540    .4500   .620E+00      4.157    .4500   .571E-01       .000    .4500   .258E+00
    155.804      2.834    .4500   .102E-05       .540    .4500   .620E+00      4.157    .4500   .572E-01       .000    .4500   .258E+00
    155.860      2.834    .4500   .102E-05       .540    .4500   .620E+00      4.157    .4500   .573E-01       .000    .4500   .258E+00
    155.915      2.834    .4500   .102E-05       .540    .4500   .619E+00      4.157    .4500   .574E-01       .000    .4500   .258E+00
    155.971      2.834    .4500   .102E-05       .540    .4500   .619E+00      4.157    .4500   .575E-01       .000    .4500   .258E+00
    156.026      2.834    .4500   .103E-05       .540    .4500   .619E+00      4.157    .4500   .576E-01       .000    .4500   .258E+00
    156.082      2.834    .4500   .103E-05       .540    .4500   .619E+00      4.157    .4500   .577E-01       .000    .4500   .258E+00
    156.138      2.834    .4500   .103E-05       .540    .4500   .618E+00      4.157    .4500   .578E-01       .000    .4500   .258E+00
    156.193      2.834    .4500   .103E-05       .540    .4500   .618E+00      4.157    .4500   .579E-01       .000    .4500   .258E+00
    156.249      2.834    .4500   .104E-05       .540    .4500   .618E+00      4.157    .4500   .580E-01       .000    .4500   .258E+00
    156.304      2.834    .4500   .104E-05       .540    .4500   .618E+00      4.157    .4500   .580E-01       .000    .4500   .259E+00
    156.360      2.834    .4500   .104E-05       .540    .4500   .617E+00      4.157    .4500   .581E-01       .000    .4500   .259E+00
    156.415      2.834    .4500   .104E-05       .540    .4500   .617E+00      4.157    .4500   .582E-01       .000    .4500   .259E+00
    156.471      2.834    .4500   .104E-05       .540    .4500   .617E+00      4.157    .4500   .583E-01       .000    .4500   .259E+00
    156.526      2.834    .4500   .105E-05       .540    .4500   .617E+00      4.157    .4500   .584E-01       .000    .4500   .259E+00
    156.582      2.834    .4500   .105E-05       .540    .4500   .616E+00      4.157    .4500   .585E-01       .000    .4500   .259E+00
    156.637      2.834    .4500   .105E-05       .540    .4500   .616E+00      4.157    .4500   .586E-01       .000    .4500   .259E+00
    156.693      2.834    .4500   .105E-05       .540    .4500   .616E+00      4.157    .4500   .587E-01       .000    .4500   .259E+00
    156.748      2.834    .4500   .106E-05       .540    .4500   .616E+00      4.157    .4500   .588E-01       .000    .4500   .259E+00
    156.804      2.834    .4500   .106E-05       .540    .4500   .615E+00      4.157    .4500   .589E-01       .000    .4500   .259E+00
    156.859      2.834    .4500   .106E-05       .540    .4500   .615E+00      4.157    .4500   .590E-01       .000    .4500   .259E+00
    156.915      2.834    .4500   .106E-05       .540    .4500   .615E+00      4.157    .4500   .591E-01       .000    .4500   .259E+00
    156.970      2.834    .4500   .107E-05       .540    .4500   .614E+00      4.157    .4500   .592E-01       .000    .4500   .259E+00
    157.026      2.834    .4500   .107E-05       .540    .4500   .614E+00      4.157    .4500   .593E-01       .000    .4500   .259E+00
    157.081      2.834    .4500   .107E-05       .540    .4500   .614E+00      4.157    .4500   .594E-01       .000    .4500   .259E+00
    157.137      2.834    .4500   .107E-05       .540    .4500   .614E+00      4.157    .4500   .595E-01       .000    .4500   .259E+00
    157.193      2.834    .4500   .107E-05       .540    .4500   .613E+00      4.157    .4500   .596E-01       .000    .4500   .260E+00
    157.248      2.834    .4500   .108E-05       .540    .4500   .613E+00      4.157    .4500   .597E-01       .000    .4500   .260E+00
    157.304      2.834    .4500   .108E-05       .540    .4500   .613E+00      4.157    .4500   .598E-01       .000    .4500   .260E+00
    157.359      2.834    .4500   .108E-05       .540    .4500   .612E+00      4.157    .4500   .599E-01       .000    .4500   .260E+00
    157.415      2.834    .4500   .108E-05       .540    .4500   .612E+00      4.157    .4500   .600E-01       .000    .4500   .260E+00
    157.470      2.834    .4500   .109E-05       .540    .4500   .612E+00      4.157    .4500   .601E-01       .000    .4500   .260E+00
    157.526      2.834    .4500   .109E-05       .540    .4500   .612E+00      4.157    .4500   .602E-01       .000    .4500   .260E+00
    157.581      2.834    .4500   .109E-05       .540    .4500   .611E+00      4.157    .4500   .603E-01       .000    .4500   .260E+00
    157.637      2.834    .4500   .109E-05       .540    .4500   .611E+00      4.157    .4500   .604E-01       .000    .4500   .260E+00
    157.692      2.834    .4500   .110E-05       .540    .4500   .611E+00      4.157    .4500   .605E-01       .000    .4500   .260E+00
    157.748      2.834    .4500   .110E-05       .540    .4500   .610E+00      4.157    .4500   .606E-01       .000    .4500   .260E+00
    157.803      2.834    .4500   .110E-05       .540    .4500   .610E+00      4.157    .4500   .607E-01       .000    .4500   .260E+00
    157.859      2.834    .4500   .110E-05       .540    .4500   .610E+00      4.157    .4500   .608E-01       .000    .4500   .260E+00
    157.914      2.834    .4500   .110E-05       .540    .4500   .610E+00      4.157    .4500   .609E-01       .000    .4500   .260E+00
    157.970      2.834    .4500   .111E-05       .540    .4500   .609E+00      4.157    .4500   .610E-01       .000    .4500   .260E+00
    158.025      2.834    .4500   .111E-05       .540    .4500   .609E+00      4.157    .4500   .611E-01       .000    .4500   .260E+00
    158.081      2.834    .4500   .111E-05       .540    .4500   .609E+00      4.157    .4500   .611E-01       .000    .4500   .260E+00
    158.136      2.834    .4500   .111E-05       .540    .4500   .608E+00      4.157    .4500   .612E-01       .000    .4500   .260E+00
    158.192      2.834    .4500   .111E-05       .540    .4500   .608E+00      4.157    .4500   .613E-01       .000    .4500   .260E+00
    158.248      2.834    .4500   .112E-05       .540    .4500   .608E+00      4.157    .4500   .614E-01       .000    .4500   .260E+00
    158.303      2.834    .4500   .112E-05       .540    .4500   .607E+00      4.157    .4500   .615E-01       .000    .4500   .261E+00
    158.359      2.834    .4500   .112E-05       .540    .4500   .607E+00      4.157    .4500   .616E-01       .000    .4500   .261E+00
    158.414      2.834    .4500   .112E-05       .540    .4500   .607E+00      4.157    .4500   .617E-01       .000    .4500   .261E+00
    158.470      2.834    .4500   .113E-05       .540    .4500   .607E+00      4.157    .4500   .618E-01       .000    .4500   .261E+00
    158.525      2.834    .4500   .113E-05       .540    .4500   .606E+00      4.157    .4500   .619E-01       .000    .4500   .261E+00
    158.581      2.834    .4500   .113E-05       .540    .4500   .606E+00      4.157    .4500   .620E-01       .000    .4500   .261E+00
    158.636      2.834    .4500   .113E-05       .540    .4500   .606E+00      4.157    .4500   .621E-01       .000    .4500   .261E+00
    158.692      2.834    .4500   .113E-05       .540    .4500   .605E+00      4.157    .4500   .622E-01       .000    .4500   .261E+00
    158.747      2.834    .4500   .114E-05       .540    .4500   .605E+00      4.157    .4500   .623E-01       .000    .4500   .261E+00
    158.803      2.834    .4500   .114E-05       .540    .4500   .605E+00      4.157    .4500   .624E-01       .000    .4500   .261E+00
    158.858      2.834    .4500   .114E-05       .540    .4500   .604E+00      4.157    .4500   .625E-01       .000    .4500   .261E+00
    158.914      2.834    .4500   .114E-05       .540    .4500   .604E+00      4.157    .4500   .626E-01       .000    .4500   .261E+00
    158.969      2.834    .4500   .114E-05       .540    .4500   .604E+00      4.157    .4500   .627E-01       .000    .4500   .261E+00
    159.025      2.834    .4500   .115E-05       .540    .4500   .603E+00      4.157    .4500   .628E-01       .000    .4500   .261E+00
    159.080      2.834    .4500   .115E-05       .540    .4500   .603E+00      4.157    .4500   .629E-01       .000    .4500   .261E+00
    159.136      2.834    .4500   .115E-05       .540    .4500   .603E+00      4.157    .4500   .630E-01       .000    .4500   .261E+00
    159.191      2.834    .4500   .115E-05       .540    .4500   .602E+00      4.157    .4500   .631E-01       .000    .4500   .261E+00
    159.247      2.834    .4500   .116E-05       .540    .4500   .602E+00      4.157    .4500   .632E-01       .000    .4500   .261E+00
    159.303      2.834    .4500   .116E-05       .540    .4500   .602E+00      4.157    .4500   .633E-01       .000    .4500   .261E+00
    159.358      2.834    .4500   .116E-05       .540    .4500   .601E+00      4.157    .4500   .634E-01       .000    .4500   .261E+00
    159.414      2.834    .4500   .116E-05       .540    .4500   .601E+00      4.157    .4500   .635E-01       .000    .4500   .261E+00
    159.469      2.834    .4500   .116E-05       .540    .4500   .601E+00      4.157    .4500   .636E-01       .000    .4500   .261E+00
    159.525      2.834    .4500   .117E-05       .540    .4500   .600E+00      4.157    .4500   .637E-01       .000    .4500   .261E+00
    159.580      2.834    .4500   .117E-05       .540    .4500   .600E+00      4.157    .4500   .638E-01       .000    .4500   .261E+00
    159.636      2.834    .4500   .117E-05       .540    .4500   .600E+00      4.157    .4500   .639E-01       .000    .4500   .261E+00
    159.691      2.834    .4500   .117E-05       .540    .4500   .599E+00      4.157    .4500   .640E-01       .000    .4500   .262E+00
    159.747      2.834    .4500   .117E-05       .540    .4500   .599E+00      4.157    .4500   .641E-01       .000    .4500   .262E+00
    159.802      2.834    .4500   .118E-05       .540    .4500   .599E+00      4.157    .4500   .642E-01       .000    .4500   .262E+00
    159.858      2.834    .4500   .118E-05       .540    .4500   .598E+00      4.157    .4500   .643E-01       .000    .4500   .262E+00
    159.913      2.834    .4500   .118E-05       .540    .4500   .598E+00      4.157    .4500   .644E-01       .000    .4500   .262E+00
    159.969      2.834    .4500   .118E-05       .540    .4500   .598E+00      4.157    .4500   .645E-01       .000    .4500   .262E+00
    160.024      2.834    .4500   .118E-05       .540    .4500   .597E+00      4.157    .4500   .646E-01       .000    .4500   .262E+00
    160.080      2.834    .4500   .118E-05       .540    .4500   .597E+00      4.157    .4500   .647E-01       .000    .4500   .262E+00
    160.135      2.834    .4500   .119E-05       .540    .4500   .597E+00      4.157    .4500   .648E-01       .000    .4500   .262E+00
    160.191      2.834    .4500   .119E-05       .540    .4500   .596E+00      4.157    .4500   .649E-01       .000    .4500   .262E+00
    160.247      2.834    .4500   .119E-05       .540    .4500   .596E+00      4.157    .4500   .649E-01       .000    .4500   .262E+00
    160.302      2.834    .4500   .119E-05       .540    .4500   .596E+00      4.157    .4500   .650E-01       .000    .4500   .262E+00
    160.358      2.834    .4500   .119E-05       .540    .4500   .595E+00      4.157    .4500   .651E-01       .000    .4500   .262E+00
    160.413      2.834    .4500   .120E-05       .540    .4500   .595E+00      4.157    .4500   .652E-01       .000    .4500   .262E+00
    160.469      2.834    .4500   .120E-05       .540    .4500   .594E+00      4.157    .4500   .653E-01       .000    .4500   .262E+00
    160.524      2.834    .4500   .120E-05       .540    .4500   .594E+00      4.157    .4500   .654E-01       .000    .4500   .262E+00
    160.580      2.834    .4500   .120E-05       .540    .4500   .594E+00      4.157    .4500   .655E-01       .000    .4500   .262E+00
    160.635      2.834    .4500   .120E-05       .540    .4500   .593E+00      4.157    .4500   .656E-01       .000    .4500   .262E+00
    160.691      2.834    .4500   .121E-05       .540    .4500   .593E+00      4.157    .4500   .657E-01       .000    .4500   .262E+00
    160.746      2.834    .4500   .121E-05       .540    .4500   .593E+00      4.157    .4500   .658E-01       .000    .4500   .262E+00
    160.802      2.834    .4500   .121E-05       .540    .4500   .592E+00      4.157    .4500   .659E-01       .000    .4500   .262E+00
    160.857      2.834    .4500   .121E-05       .540    .4500   .592E+00      4.157    .4500   .660E-01       .000    .4500   .262E+00
    160.913      2.834    .4500   .121E-05       .540    .4500   .592E+00      4.157    .4500   .661E-01       .000    .4500   .262E+00
    160.968      2.834    .4500   .121E-05       .540    .4500   .591E+00      4.157    .4500   .662E-01       .000    .4500   .262E+00
    161.024      2.834    .4500   .122E-05       .540    .4500   .591E+00      4.157    .4500   .663E-01       .000    .4500   .262E+00
    161.079      2.834    .4500   .122E-05       .540    .4500   .590E+00      4.157    .4500   .664E-01       .000    .4500   .262E+00
    161.135      2.834    .4500   .122E-05       .540    .4500   .590E+00      4.157    .4500   .665E-01       .000    .4500   .262E+00
    161.190      2.834    .4500   .122E-05       .540    .4500   .590E+00      4.157    .4500   .666E-01       .000    .4500   .262E+00
    161.246      2.834    .4500   .122E-05       .540    .4500   .589E+00      4.157    .4500   .667E-01       .000    .4500   .262E+00
    161.302      2.834    .4500   .123E-05       .540    .4500   .589E+00      4.157    .4500   .668E-01       .000    .4500   .262E+00
    161.357      2.834    .4500   .123E-05       .540    .4500   .589E+00      4.157    .4500   .669E-01       .000    .4500   .262E+00
    161.413      2.834    .4500   .123E-05       .540    .4500   .588E+00      4.157    .4500   .670E-01       .000    .4500   .262E+00
    161.468      2.834    .4500   .123E-05       .540    .4500   .588E+00      4.157    .4500   .671E-01       .000    .4500   .262E+00
    161.524      2.834    .4500   .123E-05       .540    .4500   .587E+00      4.157    .4500   .672E-01       .000    .4500   .262E+00
    161.579      2.834    .4500   .123E-05       .540    .4500   .587E+00      4.157    .4500   .673E-01       .000    .4500   .262E+00
    161.635      2.834    .4500   .124E-05       .540    .4500   .587E+00      4.157    .4500   .674E-01       .000    .4500   .262E+00
    161.690      2.834    .4500   .124E-05       .540    .4500   .586E+00      4.157    .4500   .675E-01       .000    .4500   .262E+00
    161.746      2.834    .4500   .124E-05       .540    .4500   .586E+00      4.157    .4500   .676E-01       .000    .4500   .262E+00
    161.801      2.834    .4500   .124E-05       .540    .4500   .585E+00      4.157    .4500   .677E-01       .000    .4500   .262E+00
    161.857      2.834    .4500   .124E-05       .540    .4500   .585E+00      4.157    .4500   .678E-01       .000    .4500   .262E+00
    161.912      2.834    .4500   .124E-05       .540    .4500   .585E+00      4.157    .4500   .679E-01       .000    .4500   .262E+00
    161.968      2.834    .4500   .125E-05       .540    .4500   .584E+00      4.157    .4500   .680E-01       .000    .4500   .262E+00
    162.023      2.834    .4500   .125E-05       .540    .4500   .584E+00      4.157    .4500   .681E-01       .000    .4500   .262E+00
    162.079      2.834    .4500   .125E-05       .540    .4500   .584E+00      4.157    .4500   .682E-01       .000    .4500   .262E+00
    162.134      2.834    .4500   .125E-05       .540    .4500   .583E+00      4.157    .4500   .683E-01       .000    .4500   .262E+00
    162.190      2.834    .4500   .125E-05       .540    .4500   .583E+00      4.157    .4500   .684E-01       .000    .4500   .262E+00
    162.245      2.834    .4500   .125E-05       .540    .4500   .582E+00      4.157    .4500   .685E-01       .000    .4500   .262E+00
    162.301      2.834    .4500   .126E-05       .540    .4500   .582E+00      4.157    .4500   .686E-01       .000    .4500   .263E+00
    162.357      2.834    .4500   .126E-05       .540    .4500   .582E+00      4.157    .4500   .687E-01       .000    .4500   .263E+00
    162.412      2.834    .4500   .126E-05       .540    .4500   .581E+00      4.157    .4500   .688E-01       .000    .4500   .263E+00
    162.468      2.834    .4500   .126E-05       .540    .4500   .581E+00      4.157    .4500   .688E-01       .000    .4500   .263E+00
    162.523      2.834    .4500   .126E-05       .540    .4500   .580E+00      4.157    .4500   .689E-01       .000    .4500   .263E+00
    162.579      2.834    .4500   .126E-05       .540    .4500   .580E+00      4.157    .4500   .690E-01       .000    .4500   .263E+00
    162.634      2.834    .4500   .127E-05       .540    .4500   .580E+00      4.157    .4500   .691E-01       .000    .4500   .263E+00
    162.690      2.834    .4500   .127E-05       .540    .4500   .579E+00      4.157    .4500   .692E-01       .000    .4500   .263E+00
    162.745      2.834    .4500   .127E-05       .540    .4500   .579E+00      4.157    .4500   .693E-01       .000    .4500   .263E+00
    162.801      2.834    .4500   .127E-05       .540    .4500   .578E+00      4.157    .4500   .694E-01       .000    .4500   .263E+00
    162.856      2.834    .4500   .127E-05       .540    .4500   .578E+00      4.157    .4500   .695E-01       .000    .4500   .263E+00
    162.912      2.834    .4500   .127E-05       .540    .4500   .577E+00      4.157    .4500   .696E-01       .000    .4500   .263E+00
    162.967      2.834    .4500   .127E-05       .540    .4500   .577E+00      4.157    .4500   .697E-01       .000    .4500   .263E+00
    163.023      2.834    .4500   .128E-05       .540    .4500   .577E+00      4.157    .4500   .698E-01       .000    .4500   .263E+00
    163.078      2.834    .4500   .128E-05       .540    .4500   .576E+00      4.157    .4500   .699E-01       .000    .4500   .263E+00
    163.134      2.834    .4500   .128E-05       .540    .4500   .576E+00      4.157    .4500   .700E-01       .000    .4500   .263E+00
    163.189      2.834    .4500   .128E-05       .540    .4500   .575E+00      4.157    .4500   .701E-01       .000    .4500   .263E+00
    163.245      2.834    .4500   .128E-05       .540    .4500   .575E+00      4.157    .4500   .702E-01       .000    .4500   .263E+00
    163.300      2.834    .4500   .128E-05       .540    .4500   .575E+00      4.157    .4500   .703E-01       .000    .4500   .263E+00
    163.356      2.834    .4500   .128E-05       .540    .4500   .574E+00      4.157    .4500   .704E-01       .000    .4500   .263E+00
    163.412      2.834    .4500   .129E-05       .540    .4500   .574E+00      4.157    .4500   .705E-01       .000    .4500   .263E+00
    163.467      2.834    .4500   .129E-05       .540    .4500   .573E+00      4.157    .4500   .706E-01       .000    .4500   .263E+00
    163.523      2.834    .4500   .129E-05       .540    .4500   .573E+00      4.157    .4500   .707E-01       .000    .4500   .263E+00
    163.578      2.834    .4500   .129E-05       .540    .4500   .572E+00      4.157    .4500   .708E-01       .000    .4500   .263E+00
    163.634      2.834    .4500   .129E-05       .540    .4500   .572E+00      4.157    .4500   .709E-01       .000    .4500   .263E+00
    163.689      2.834    .4500   .129E-05       .540    .4500   .572E+00      4.157    .4500   .710E-01       .000    .4500   .263E+00
    163.745      2.834    .4500   .129E-05       .540    .4500   .571E+00      4.157    .4500   .711E-01       .000    .4500   .263E+00
    163.800      2.834    .4500   .130E-05       .540    .4500   .571E+00      4.157    .4500   .712E-01       .000    .4500   .263E+00
    163.856      2.834    .4500   .130E-05       .540    .4500   .570E+00      4.157    .4500   .713E-01       .000    .4500   .263E+00
    163.911      2.834    .4500   .130E-05       .540    .4500   .570E+00      4.157    .4500   .714E-01       .000    .4500   .263E+00
    163.967      2.834    .4500   .130E-05       .540    .4500   .569E+00      4.157    .4500   .715E-01       .000    .4500   .263E+00
    164.022      2.834    .4500   .130E-05       .540    .4500   .569E+00      4.157    .4500   .716E-01       .000    .4500   .263E+00
    164.078      2.834    .4500   .130E-05       .540    .4500   .569E+00      4.157    .4500   .717E-01       .000    .4500   .263E+00
    164.133      2.834    .4500   .130E-05       .540    .4500   .568E+00      4.157    .4500   .718E-01       .000    .4500   .263E+00
    164.189      2.834    .4500   .130E-05       .540    .4500   .568E+00      4.157    .4500   .719E-01       .000    .4500   .263E+00
    164.244      2.834    .4500   .131E-05       .540    .4500   .567E+00      4.157    .4500   .720E-01       .000    .4500   .262E+00
