 Example 4 - Infiltration Test

 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -
 All fluxes (v) are positive out of the region

     Time       rAtm       rRoot      vAtm       vRoot      vKode3     vKode1     vSeep      vKode5     vKode6 ...
      [T]      [L/T]       [L/T]     [L/T]       [L/T]       [V/T]      [V/T]     [V/T]       [V/T]      [V/T]

   1769.9960   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1799.9960   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1829.9970   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1859.9970   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1889.9970   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1919.9980   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1949.9980   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   1979.9980   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2009.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2039.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2069.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2099.9990   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2130.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2160.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2190.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2220.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2250.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2280.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2310.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.274E+02   .000E+00   .000E+00   .000E+00
   2340.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2370.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2400.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2430.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2460.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2490.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2520.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2550.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2580.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2610.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2640.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2670.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2700.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2730.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2760.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2790.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2820.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2850.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2880.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2910.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2940.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   2970.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3000.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3030.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3060.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3090.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3120.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3150.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3180.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3210.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3240.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3270.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3300.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3330.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3360.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3390.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3420.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3450.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3480.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3510.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3540.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3570.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3600.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3630.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3660.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3690.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3720.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3750.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3780.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3810.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3840.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3870.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3900.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3930.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3960.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   3990.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4020.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4050.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4080.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
   4110.0000   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.273E+02   .000E+00   .000E+00   .000E+00
