 Example 4 - Infiltration Test

 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -
 All cumulative fluxes (CumQ) are positive out of the region

     Time     CumQAP      CumQRP     CumQA      CumQR     CumQ3       CumQ1      CumQS      CumQ5       CumQ6 ....
      [T]       [V]         [V]       [V]        [V]       [V]         [V]        [V]        [V]         [V]

   4411.2820   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.123E+06   .000E+00   .000E+00   .000E+00
   4441.7140   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.124E+06   .000E+00   .000E+00   .000E+00
   4472.1480   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.125E+06   .000E+00   .000E+00   .000E+00
   4502.5840   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.126E+06   .000E+00   .000E+00   .000E+00
   4533.0230   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.127E+06   .000E+00   .000E+00   .000E+00
   4563.4650   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.127E+06   .000E+00   .000E+00   .000E+00
   4593.9090   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.128E+06   .000E+00   .000E+00   .000E+00
   4624.3550   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.129E+06   .000E+00   .000E+00   .000E+00
   4654.8040   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.130E+06   .000E+00   .000E+00   .000E+00
   4685.2550   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.131E+06   .000E+00   .000E+00   .000E+00
   4715.7080   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.132E+06   .000E+00   .000E+00   .000E+00
   4746.1650   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.132E+06   .000E+00   .000E+00   .000E+00
   4776.6230   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.133E+06   .000E+00   .000E+00   .000E+00
   4807.0840   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.134E+06   .000E+00   .000E+00   .000E+00
   4837.5470   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.135E+06   .000E+00   .000E+00   .000E+00
