 Example 4 - Infiltration Test                                           
 
 Program SWMS_2D
 Time independent boundary conditions
 Axisymmetric flow, V = L*L*L
 Units: L = cm   , T = min  , M = -    


     Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

   3510.0000         .0         .0         .0         .0         .0         .0         .0
   3540.0000         .0         .0         .0         .0         .0         .0         .0
   3570.0000         .0         .0         .0         .0         .0         .0         .0
   3600.0000         .0         .0         .0         .0         .0         .0         .0
   3630.0000         .0         .0         .0         .0         .0         .0         .0
   3660.0000         .0         .0         .0         .0         .0         .0         .0
   3690.0000         .0         .0         .0         .0         .0         .0         .0
   3720.0000         .0         .0         .0         .0         .0         .0         .0
   3750.0000         .0         .0         .0         .0         .0         .0         .0
   3780.0000         .0         .0         .0         .0         .0         .0         .0
   3810.0000         .0         .0         .0         .0         .0         .0         .0
   3840.0000         .0         .0         .0         .0         .0         .0         .0
   3870.0000         .0         .0         .0         .0         .0         .0         .0
   3900.0000         .0         .0         .0         .0         .0         .0         .0
   3930.0000         .0         .0         .0         .0         .0         .0         .0
   3960.0000         .0         .0         .0         .0         .0         .0         .0
   3990.0000         .0         .0         .0         .0         .0         .0         .0
   4020.0000         .0         .0         .0         .0         .0         .0         .0
   4050.0000         .0         .0         .0         .0         .0         .0         .0
   4080.0000         .0         .0         .0         .0         .0         .0         .0
   4110.0000         .0         .0         .0         .0         .0         .0         .0
   4140.0000         .0         .0         .0         .0         .0         .0         .0
   4170.0000         .0         .0         .0         .0         .0         .0         .0
   4200.0000         .0         .0         .0         .0         .0         .0         .0
   4230.0000         .0         .0         .0         .0         .0         .0         .0
   4260.0000         .0         .0         .0         .0         .0         .0         .0
   4290.0000         .0         .0         .0         .0         .0         .0         .0
   4320.0000         .0         .0         .0         .0         .0         .0         .0
   4350.4250         .0         .0         .0         .0         .0         .0         .0
   4380.8520         .0         .0         .0         .0         .0         .0         .0
   4411.2820         .0         .0         .0         .0         .0         .0         .0
   4441.7140         .0         .0         .0         .0         .0         .0         .0
   4472.1480         .0         .0         .0         .0         .0         .0         .0
   4502.5840         .0         .0         .0         .0         .0         .0         .0
   4533.0230         .0         .0         .0         .0         .0         .0         .0
   4563.4650         .0         .0         .0         .0         .0         .0         .0
   4593.9090         .0         .0         .0         .0         .0         .0         .0
   4624.3550         .0         .0         .0         .0         .0         .0         .0
   4654.8040         .0         .0         .0         .0         .0         .0         .0
   4685.2550         .0         .0         .0         .0         .0         .0         .0
   4715.7080         .0         .0         .0         .0         .0         .0         .0
   4746.1650         .0         .0         .0         .0         .0         .0         .0
   4776.6230         .0         .0         .0         .0         .0         .0         .0
   4807.0840         .0         .0         .0         .0         .0         .0         .0
   4837.5470         .0         .0         .0         .0         .0         .0         .0
   4868.0130         .0         .0         .0         .0         .0         .0         .0
   4898.4810         .0         .0         .0         .0         .0         .0         .0
   4928.9520         .0         .0         .0         .0         .0         .0         .0
   4959.4250         .0         .0         .0         .0         .0         .0         .0
   4989.9010         .0         .0         .0         .0         .0         .0         .0
   5020.3790         .0         .0         .0         .0         .0         .0         .0
   5050.8600         .0         .0         .0         .0         .0         .0         .0
   5081.3430         .0         .0         .0         .0         .0         .0         .0
   5111.8290         .0         .0         .0         .0         .0         .0         .0
   5142.3170         .0         .0         .0         .0         .0         .0         .0
   5172.8090         .0         .0         .0         .0         .0         .0         .0
   5203.3020         .0         .0         .0         .0         .0         .0         .0
   5233.7980         .0         .0         .0         .0         .0         .0         .0
   5264.2970         .0         .0         .0         .0         .0         .0         .0
   5294.7990         .0         .0         .0         .0         .0         .0         .0
   5325.3030         .0         .0         .0         .0         .0         .0         .0
   5355.8100         .0         .0         .0         .0         .0         .0         .0
   5386.3190         .0         .0         .0         .0         .0         .0         .0
   5416.8320         .0         .0         .0         .0         .0         .0         .0
   5447.3460         .0         .0         .0         .0         .0         .0         .0
   5477.8640         .0         .0         .0         .0         .0         .0         .0
   5508.3840         .0         .0         .0         .0         .0         .0         .0
   5538.9070         .0         .0         .0         .0         .0         .0         .0
   5569.4330         .0         .0         .0         .0         .0         .0         .0
   5599.9620         .0         .0         .0         .0         .0         .0         .0
   5630.4930         .0         .0         .0         .0         .0         .0         .0
   5661.0270         .0         .0         .0         .0         .0         .0         .0
   5691.5640         .0         .0         .0         .0         .0         .0         .0
   5722.1040         .0         .0         .0         .0         .0         .0         .0
   5741.0520         .0         .0         .0         .0         .0         .0         .0
   5760.0000         .0         .0         .0         .0         .0         .0         .0
   5790.5470         .0         .0         .0         .0         .0         .0         .0
   5821.0960         .0         .0         .0         .0         .0         .0         .0
   5851.6470         .0         .0         .0         .0         .0         .0         .0
   5882.2010         .0         .0         .0         .0         .0         .0         .0
   5912.7590         .0         .0         .0         .0         .0         .0         .0
   5943.3200         .0         .0         .0         .0         .0         .0         .0
   5973.8830         .0         .0         .0         .0         .0         .0         .0
   6004.4510         .0         .0         .0         .0         .0         .0         .0
   6035.0210         .0         .0         .0         .0         .0         .0         .0
   6065.5930         .0         .0         .0         .0         .0         .0         .0
   6096.1710         .0         .0         .0         .0         .0         .0         .0
   6126.7480         .0         .0         .0         .0         .0         .0         .0
   6157.3290         .0         .0         .0         .0         .0         .0         .0
   6187.9190         .0         .0         .0         .0         .0         .0         .0
   6218.5010         .0         .0         .0         .0         .0         .0         .0
   6249.0930         .0         .0         .0         .0         .0         .0         .0
   6279.7000         .0         .0         .0         .0         .0         .0         .0
   6310.2770         .0         .0         .0         .0         .0         .0         .0
   6340.8830         .0         .0         .0         .0         .0         .0         .0
   6371.5150         .0         .0         .0         .0         .0         .0         .0
   6402.0600         .0         .0         .0         .0         .0         .0         .0
   6432.7210         .0         .0         .0         .0         .0         .0         .0
   6463.3410         .0         .0         .0         .0         .0         .0         .0
   6493.9010         .0         .0         .0         .0         .0         .0         .0
   6524.5770         .0         .0         .0         .0         .0         .0         .0
   6555.2000         .0         .0         .0         .0         .0         .0         .0
   6585.7730         .0         .0         .0         .0         .0         .0         .0
   6616.4580         .0         .0         .0         .0         .0         .0         .0
   6647.0910         .0         .0         .0         .0         .0         .0         .0
   6677.6750         .0         .0         .0         .0         .0         .0         .0
   6708.3700         .0         .0         .0         .0         .0         .0         .0
   6739.0130         .0         .0         .0         .0         .0         .0         .0
   6769.6080         .0         .0         .0         .0         .0         .0         .0
   6800.3130         .0         .0         .0         .0         .0         .0         .0
   6830.9660         .0         .0         .0         .0         .0         .0         .0
   6861.5720         .0         .0         .0         .0         .0         .0         .0
   6892.2880         .0         .0         .0         .0         .0         .0         .0
   6922.9520         .0         .0         .0         .0         .0         .0         .0
   6953.5690         .0         .0         .0         .0         .0         .0         .0
   6984.2960         .0         .0         .0         .0         .0         .0         .0
   7014.9710         .0         .0         .0         .0         .0         .0         .0
   7045.6000         .0         .0         .0         .0         .0         .0         .0
   7076.3390         .0         .0         .0         .0         .0         .0         .0
   7107.0250         .0         .0         .0         .0         .0         .0         .0
   7137.6670         .0         .0         .0         .0         .0         .0         .0
   7168.4170         .0         .0         .0         .0         .0         .0         .0
   7184.2090         .0         .0         .0         .0         .0         .0         .0
   7200.0000         .0         .0         .0         .0         .0         .0         .0
